ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงการทาง,จังหวัด
2247,102,ลำสมพุง - ป่าไผ่,37+037,863,270,65,17,9,973,248,127,56,0,2628,17.39,60,533,ลพบุรีที่ 2 (ลำนารายณ์),สระบุรี
120,100,พะเยา - ปากบอก,9+000,865,355,4,1,29,1247,93,16,11,7,2628,5.97,39,211,พะเยา,พะเยา
1176,100,ท่าโพธิ์ - บ้านสวน,0+500,865,770,68,41,33,958,313,202,89,73,3412,22.01,280,860,อุตรดิตถ์ที่ 2,อุตรดิตถ์
4098,100,เขามัทรี - หาดทรายรี,2+600,865,168,4,71,21,1187,36,66,18,21,2457,9.48,11,1805,ชุมพร,ชุมพร
1091,101,จุน - ห้วยคอกหมู,5+000,867,238,13,10,10,1878,173,93,71,6,3359,10.81,9,1203,พะเยา,พะเยา
1152,201,บ้านดอน - พญาเม็งราย,27+800,867,1009,85,78,82,1921,278,214,203,67,4804,19.19,124,1777,เชียงรายที่ 2,เชียงราย
2095,100,พรเจริญ - โซ่พิสัย,2+000,867,101,92,88,85,2160,191,107,98,90,3879,16.99,83,1703,บึงกาฬ,บึงกาฬ
1344,100,น้อยซุ้มขี้เหล็ก - คลองตาลัด,0+500,874,898,217,80,56,890,97,74,59,46,3291,12.52,97,947,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
4270,300,ลานข่อย -ไม้เสียบ,49+900,875,692,4,0,0,1473,121,136,41,16,3358,9.35,26,1106,นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
4319,100,ร่อนพิบูลย์ - ควนเกย,5+859,875,522,27,1,0,892,78,37,6,7,2445,5.28,6,872,นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
2259,100,เสลภูมิ - คำโพนสูง,13+500,877,453,88,63,61,1045,180,124,62,47,3000,17.9,49,945,ยโสธร,ร้อยเอ็ด
3319,200,บันไดสามขั้น - ทัพทัน,19+567,878,496,20,2,32,1065,110,119,30,10,2762,10.97,9,544,อุทัยธานี,อุทัยธานี
3086,201,ทุ่งมะสังข์ - ปลักประดู่,31+562,879,501,2,2,49,4531,227,177,111,59,6538,9.56,2,2206,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
1359,100,ทางเข้าเชียงดาว,7+995,880,219,140,5,57,3080,150,21,13,2,4567,5.43,18,1439,เชียงใหม่ที่ 3,เชียงใหม่
4,803,หงาว - อ่าวเคย,691+821,882,493,46,20,44,1642,139,151,79,42,3538,13.43,28,1223,ระนอง,ระนอง
219,102,ยางสีสุราช - ห้วยพลับพลา,60+118,883,194,7,7,29,1614,200,178,286,38,3436,21.48,21,815,มหาสารคาม,มหาสารคาม
1107,101,เชิงสะพานกิตติขจร - หนองบัวเหนือ,1+400,884,168,8,2,0,962,98,15,1,0,2138,5.43,101,1053,ตากที่ 1,ตาก
4208,100,ทางเข้าสถานีรถไฟบางกล่ำ,3+000,886,841,18,3,1,84,49,56,14,19,1971,7.2,30,708,สงขลาที่ 1,สงขลา
3086,202,ปลักประดู่ - ด่านช้าง,107+562,887,796,10,28,25,2799,168,111,68,33,4925,8.79,3,576,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
3343,100,แยกวังโพธิ์ - โรงพยาบาลไทรโยค,2+359,887,683,215,191,97,794,58,3,0,0,2928,11.92,22,563,กาญจนบุรี,กาญจนบุรี
3366,100,ท่าข้าม - โนนสาวเอ้,2+000,887,184,5,0,0,809,168,145,34,13,2245,16.04,76,795,สระแก้ว (วัฒนานคร),สระแก้ว
4006,100,ราชกรูด - วังตะกอ,29+000,888,388,23,23,20,2428,99,135,40,33,4077,8.59,4,1079,ระนอง,ชุมพร
1251,101,ดอกคำใต้ - บ้านปิน,5+000,889,441,53,4,3,1308,157,51,8,4,2918,7.78,39,1040,พะเยา,พะเยา
2357,100,หนองยายโต๊ะ -  ลำพญาไม้,14+000,889,360,39,19,14,1295,89,121,80,24,2930,11.84,71,824,ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
2340,100,ศิลาทิพย์ - โคกแสมสาร,1+000,890,362,8,6,9,1041,104,214,108,57,2799,17.79,78,666,ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
4,803,หงาว - อ่าวเคย,675+021,891,1193,60,8,35,547,398,421,96,74,3723,27.72,20,737,ระนอง,ระนอง
3570,100,ท่าพะเนียด - ค่ายสุรสีห์,7+700,891,660,36,27,22,807,34,31,22,1,2531,5.41,9,1073,กาญจนบุรี,กาญจนบุรี
1377,100,ทางเข้าสองคอน,0+100,894,709,109,62,57,881,361,171,134,145,3523,26.4,191,1065,อุตรดิตถ์ที่ 2,อุตรดิตถ์
42,103,ลำไพล - นาจวก,66+275,899,340,2,2,2,1985,144,91,51,40,3556,9.28,5,1240,สงขลาที่ 2 (นาหม่อม),สงขลา
202,102,โพนทอง - แก้งสนามนาง,11+500,906,499,369,150,207,3368,580,366,316,247,7008,26.63,32,2128,ชัยภูมิ,ชัยภูมิ
2113,100,ด่านซ้าย - เหมืองแพร่,1+600,906,521,0,0,0,839,263,176,197,18,2920,22.4,77,1225,เลยที่ 2 (ด่านซ้าย),เลย
2135,100,ดอนใหญ่ - หนามแท่ง,4+500,906,231,93,57,69,2443,179,116,109,54,4257,13.72,138,2174,อำนาจเจริญ,อุบลราชธานี
4211,100,แก้วแสน - นาบอน,0+500,910,1107,15,0,0,747,117,107,46,32,3081,9.8,10,1152,นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
215,300,สาหร่าย - ตาฮะ,80+769,911,825,133,110,113,1739,468,412,437,541,5689,36.58,51,947,สุรินทร์,สุรินทร์
4018,100,ทุ่งโป๊ะ - ไม้เสียบ,4+400,912,659,59,8,10,1776,132,84,56,29,3725,8.56,11,1451,นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
101,602,ปัว - ปางหก,458+174,913,471,8,26,19,1456,169,117,101,3,3283,13.25,0,1766,น่านที่ 2,น่าน
2216,202,โคกมน - อีเลิศ,10+050,915,552,5,8,0,1120,567,257,119,11,3554,27.07,51,714,เพชรบูรณ์ที่ 1,เพชรบูรณ์
3902,400,คลองซอย 26 - คลองระพีพัฒน์,0+550,917,904,75,70,6,614,523,399,257,275,4040,37.87,20,656,อยุธยา,พระนครศรีอยุธยา
2068,200,หนองสรวง - โนนไทย,24+166,918,223,0,0,15,352,149,63,125,69,1914,22,7,241,นครราชสีมาที่ 1,นครราชสีมา
4055,102,มะนังตายอ - จือมอ,34+536,923,896,21,3,0,1247,188,161,2,1,3442,10.31,3,3103,นราธิวาส,นราธิวาส
1103,100,ลี้ - พระบาทตะเมาะ,3+000,924,104,11,1,0,311,182,104,57,27,1721,21.56,2,466,ลำพูน,ลำพูน
2381,100,นาเชือก - โพธิ์ทอง,0+500,927,416,346,199,102,1661,458,120,73,63,4365,23.25,113,1161,มหาสารคาม,มหาสารคาม
2283,100,สังขะ - บ้านด่าน,4+000,928,542,13,1,2,1088,108,39,53,8,2782,7.58,10,1031,สุรินทร์,สุรินทร์
2400,100,หนองหิน - เอราวัณ,5+000,929,514,0,0,0,1969,140,69,45,25,3691,7.56,0,1127,เลยที่ 1,เลย
108,103,สะพานแม่กลาง - บ้านบ่อแก้ว,89+727,930,903,44,8,11,1159,278,145,104,14,3596,15.57,6,1096,เชียงใหม่ที่ 1,เชียงใหม่
1020,202,บ้านปล้อง - ชมภู,74+000,931,123,38,30,49,2609,128,71,113,58,4150,10.82,30,1922,เชียงรายที่ 2,เชียงราย
2266,100,ศรีเชียงใหม่ - ห้วยทอน,14+000,931,942,92,85,62,208,88,80,54,52,2594,16.23,160,719,หนองคาย,หนองคาย
3261,200,หนองเสือ - ปากคลอง 13,32+000,933,814,34,25,42,971,39,38,34,43,2973,7.43,11,714,สระบุรี,สระบุรี
1020,203,ชมภู - เชียงของ,106+000,934,352,4,2,26,1513,277,193,192,146,3639,22.97,57,1278,เชียงรายที่ 2,เชียงราย
1214,102,น้ำอ่าง - วังผาชัน,27+550,934,159,2,9,0,571,90,45,54,13,1877,11.24,30,1391,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1335,101,ห้วยเดื่อ - หัวทุ่ง,13+800,934,785,560,379,450,914,536,519,418,421,5916,46.03,343,1219,ลำปางที่ 2,ลำปาง
1067,102,หอไกร - สี่แยกโพธิ์ไทรงาม,5+300,935,435,31,15,28,698,268,258,70,71,2809,25.28,28,679,พิจิตร,พิจิตร
12,201,แม่ละเมา - ตาก,56+405,938,684,154,20,54,2355,336,179,292,389,5401,23.51,6,96,ตากที่ 1,ตาก
2091,102,โคกสี - หนองแวง,58+200,941,131,5,6,13,1707,141,77,91,19,3131,11.08,43,715,สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
1312,100,สามง่าม - กำแพงดิน,2+050,943,556,0,0,0,670,346,313,200,121,3149,31.12,207,751,พิจิตร,พิจิตร
1332,100,นาไผ่ล้อม - ถ้ำแม่ย่า,6+000,943,795,0,0,0,445,423,406,0,0,3012,27.52,398,732,สุโขทัย,สุโขทัย
2112,200,หนามแท่ง - โขงเจียม,101+840,943,532,56,22,31,112,205,23,15,3,1942,15.4,31,719,อุบลราชธานีที่ 2,อุบลราชธานี
3569,100,ค่ายสุรสีห์ - กองพลทหารราบที่ 9,0+100,943,590,34,21,22,599,40,14,5,2,2270,4.58,18,1141,กาญจนบุรี,กาญจนบุรี
104,100,ตาก - สะพานวุฒิกุล,6+605,944,926,35,0,1,281,103,39,23,10,2362,7.45,4,658,ตากที่ 1,ตาก
2117,100,ตะโก - เขาพนมรุ้ง,1+361,944,835,77,51,39,278,263,162,170,147,2966,28.05,94,757,บุรีรัมย์,บุรีรัมย์
4151,202,ควนหนองหงส์ - น้ำตก,28+300,947,711,31,7,11,1460,184,148,40,14,3553,11.37,22,1371,นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
2232,100,หนองผือ - นาไฮ,22+700,948,369,107,97,102,653,106,39,49,50,2520,17.58,102,1304,อำนาจเจริญ,อุบลราชธานี
2248,200,ซำหวาย - บุญฑริก,72+015,948,704,31,30,27,3405,686,40,37,33,5941,14.36,82,2709,อุบลราชธานีที่ 2,อุบลราชธานี
2340,200,โคกแสมสาร - สระโบสถ์,54+513,950,942,92,53,13,1136,205,84,40,7,3522,11.41,1,1417,ลพบุรีที่ 1,ลพบุรี
1310,100,ทับยายเชียง - พรหมพิราม,2+400,953,797,13,15,16,980,310,134,59,33,3310,17.13,49,863,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
222,202,ท่ากกแดง - บึงกาฬ,61+385,954,288,94,97,131,2813,115,100,103,104,4799,13.54,80,1599,บึงกาฬ,บึงกาฬ
219,102,ยางสีสุราช - ห้วยพลับพลา,69+218,955,587,19,24,57,3688,162,122,122,65,5801,9.52,19,847,มหาสารคาม,มหาสารคาม
401,102,เขาศก - พนม,41+282,956,414,163,27,33,415,47,53,31,16,2155,9.61,4,481,พังงา,สุราษฎร์ธานี
2262,100,สำโรงทาบ - ม่วงหมาก,4+500,956,323,3,2,1,1787,142,29,27,7,3277,6.35,70,2407,สุรินทร์,สุรินทร์
2285,100,ประทาย - ชุมพวง,2+750,956,115,1,4,2,3208,215,89,329,120,5039,15.06,7,2021,นครราชสีมาที่ 1,นครราชสีมา
4018,100,ทุ่งโป๊ะ - ไม้เสียบ,16+777,956,609,34,9,6,1801,119,99,41,2,3676,7.51,11,1146,นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
211,202,ปากชม - เชียงคาน,148+000,957,179,7,4,23,950,69,41,47,12,2289,8.56,46,768,เลยที่ 1,เลย
2104,200,ดอนพัฒนา - โสกแมว,10+554,957,712,81,69,103,1551,289,119,87,72,4040,18.29,115,1158,มุกดาหาร,มุกดาหาร
3076,200,บางหอย - วังขอน,39+091,957,954,38,63,24,826,510,259,336,73,4040,31.31,35,827,ปราจีนบุรี,ปราจีนบุรี
3158,100,แสนตุ้ง - หนองบัว,7+687,957,91,45,0,0,1505,91,63,13,0,2765,6.04,1,1167,ตราด,ตราด
1292,200,พวงพยอม - แม่ลอยไร่,36+279,958,909,28,69,28,1660,187,172,114,71,4196,15.28,210,1292,เชียงรายที่ 2,เชียงราย
2134,200,ดอนใหญ่ - โขงเจียม,79+969,962,411,145,70,44,815,326,168,112,80,3133,25.54,73,991,อุบลราชธานีที่ 2,อุบลราชธานี
1327,100,บ้านด่านลานหอย - ทุ่งเสลี่ยม,20+000,963,1076,478,434,431,1073,860,767,867,740,7689,53.31,214,898,ตากที่ 1,สุโขทัย
102,102,ห้วยไผ่ - ห้วยช้าง,12+944,965,533,25,3,16,1670,154,27,30,12,3435,7.05,15,1339,อุตรดิตถ์ที่ 1,อุตรดิตถ์
125,101,วังวน - แจกัน,7+000,965,900,29,0,13,328,210,98,166,98,2807,20.84,28,302,สุโขทัย,สุโขทัย
1290,101,แม่สาย - กิ่วกาญน์,1+500,965,615,47,6,12,1391,166,121,82,85,3490,13.52,42,1547,เชียงรายที่ 2,เชียงราย
2171,100,ท่าโพธิ์ศรี - น้ำยืน,23+500,966,1088,435,414,303,1112,847,751,727,738,7381,51.21,395,777,ศรีสะเกษที่ 2,อุบลราชธานี
2280,101,สนามชัย - เจริญศิลป์,4+800,966,725,52,29,17,1282,247,247,291,303,4159,27.27,25,737,สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
219,102,ยางสีสุราช - ห้วยพลับพลา,78+289,967,685,20,17,61,3157,244,129,329,110,5719,15.56,19,733,มหาสารคาม,มหาสารคาม
3046,100,พระพุทธฉาย - น้ำตกสามหลั่น,0+200,967,799,83,65,140,794,255,185,106,98,3492,24.31,57,624,สระบุรี,สระบุรี
205,301,ช่องสำราญ - คำปิง,140+072,968,1345,42,14,25,781,287,158,255,149,4024,22.07,4,741,ชัยภูมิ,ชัยภูมิ
4260,100,ทุ่งโพธิ์ - คลองราง,3+500,968,289,41,26,0,1388,189,159,49,19,3128,14.13,26,784,สุราษฎร์ธานีที่ 1 (พุนพิน),สุราษฎร์ธานี
